Street,Event,Event Date/Time,Event Nature,P
2715 JANICE DR,Call,5/1/13 6:05,DOMESTIC DISTURBANCE,0.8
2715 JANICE DR,Call,4/5/13 5:41,DOMESTIC DISTURBANCE,0.8
2715 JANICE DR,Call,6/13/12 11:54,DOMESTIC DISTURBANCE,0.8
2715 JOINER ST,Call,4/22/13 8:15,DOMESTIC DISTURBANCE,0.8
2715 WESTGATE DR,Call,9/28/14 10:33,DOMESTIC DISTURBANCE,0.8
2715 WESTGATE DR,Call,3/29/14 4:28,DOMESTIC DISTURBANCE IP,0.8
2715 WESTGATE DR,Call,11/16/13 10:24,DOMESTIC DISTURBANCE IP,0.8
2716 ALPHA ST,Call,10/16/12 6:14,DOMESTIC DISTURBANCE IP,0.8
2716 W ENGLISH RD,Call,11/19/12 8:22,DOMESTIC DISTURBANCE,0.8
2716 W ENGLISH RD,Call,9/9/12 1:32,DOMESTIC DISTURBANCE,0.8
2716 WESTGATE DR,Call,11/23/13 3:45,DOMESTIC DISTURBANCE IP,0.8
2716-A ANNMOORE CI,Call,8/9/13 7:43,DOMESTIC DISTURBANCE IP,0.8
2716-C ANNMOORE CI,Call,9/14/12 11:53,DOMESTIC DISTURBANCE IP,0.8
2717 ALLEN JAY RD,Call,2/9/13 10:10,DOMESTIC DISTURBANCE IP,0.8
2717 GRANVILLE ST,Call,1/18/12 5:23,DOMESTIC DISTURBANCE,0.8
2717 LAFAYETTE PL,Call,9/30/12 11:51,DOMESTIC DISTURBANCE,0.8
2717 SPRING BROOK CI,Call,12/20/12 1:58,DOMESTIC DISTURBANCE,0.8
2717 SPRING BROOK CI,Call,4/25/12 4:10,DOMESTIC DISTURBANCE,0.8
2717 SPRING BROOK CI,Call,10/23/11 4:38,DOMESTIC DISTURBANCE,0.8
2717-A CENTRAL AV,Arrest,4/5/13 3:46,COMMUNICATING THREATS,0.8
2717-A CENTRAL AV,Call,4/5/13 12:02,DOMESTIC DISTURBANCE IP,0.8
2717-A CENTRAL AV,Report,4/4/13 23:00,DOMESTIC DISTUR,0.8
2718-A ANNMOORE CI,Call,3/6/12 10:59,DOMESTIC DISTURBANCE IP,0.8
2719 ALPHA ST,Call,1/16/13 7:28,DOMESTIC DISTURBANCE,0.8
2719-B ANNMOORE CI,Call,6/19/11 10:55,DOMESTIC DISTURBANCE,0.8
2719-B ANNMOORE CI,Call,4/15/11 4:05,DOMESTIC DISTURBANCE,0.8
2719-B ANNMOORE CI,Call,4/12/11 6:14,DOMESTIC DISTURBANCE,0.8
2719-B ANNMOORE CI,Call,4/12/11 4:51,DOMESTIC DISTURBANCE,0.8
2721 ALLEN JAY RD,Call,2/19/12 10:45,DOMESTIC DISTURBANCE IP,0.8
2722 ANNMOORE CI,Call,2/28/13 9:57,DOMESTIC DISTURBANCE,0.8
2722 ANNMOORE CI,Call,7/19/12 2:20,DOMESTIC DISTURBANCE,0.8
2722 BELMONT DR,Call,8/1/14 6:33,DOMESTIC DISTURBANCE,0.8
2722 BELMONT DR,Call,3/30/14 2:39,DOMESTIC DISTURBANCE IP,0.8
2722 S MAIN ST,Arrest,6/26/14 11:30,FAILURE TO APPEAR,0.8
2722 S MAIN ST,Arrest,9/2/11 21:11,TRESPASS (SECOND DEGREE),0.8
2722 S MAIN ST,Arrest,10/7/13 20:16,ASSAULT ON FEMALE,0.8
2722 S MAIN ST,Arrest,6/30/13 18:39,SHOPLIFTING,0.8
2722 S MAIN ST,Arrest,6/20/11 17:50,LARCENY (MISDEMEANOR),0.8
2722 S MAIN ST,Arrest,5/21/13 18:00,TRESPASS (SECOND DEGREE),0.8
2722 S MAIN ST,Arrest,7/26/13 21:30,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
2722 S MAIN ST,Arrest,5/21/13 18:00,CONCEALMENT OF MERCHANDISE,0.8
2722 S MAIN ST,Arrest,9/2/11 21:11,SHOPLIFTING,0.8
2722 S MAIN ST,Call,10/7/13 7:27,DOMESTIC DISTURBANCE IP,0.8
2722 S MAIN ST,Report,10/7/13 19:27,DOMESTIC DISTUR,0.8
2725 ALPHA ST,Call,1/14/14 8:15,DOMESTIC DISTURBANCE,0.8
2725 ALPHA ST,Call,11/26/12 11:21,DOMESTIC DISTURBANCE,0.8
2725 ALPHA ST,Call,9/10/12 8:06,DOMESTIC DISTURBANCE,0.8
2725 ALPHA ST,Call,9/2/12 7:39,DOMESTIC DISTURBANCE,0.8
2725 ALPHA ST,Call,11/21/11 12:07,DOMESTIC DISTURBANCE,0.8
2725 ALPHA ST,Call,11/18/11 1:10,DOMESTIC DISTURBANCE IP,0.8
2725 ALPHA ST,Call,11/14/11 2:56,DOMESTIC DISTURBANCE,0.8
2725 ANNMOORE CI,Call,11/26/11 12:09,DOMESTIC DISTURBANCE,0.8
2726 ANNMOORE CI,Call,9/11/11 8:53,DOMESTIC DISTURBANCE IP,0.8
2726 ANNMOORE CI,Call,5/26/11 12:00,DOMESTIC DISTURBANCE,0.8
2727 ALPHA ST,Call,4/9/14 1:03,DOMESTIC DISTURBANCE,0.8
2727 ALPHA ST,Call,4/8/14 12:18,DOMESTIC DISTURBANCE,0.8
2727 ALPHA ST,Call,4/7/14 12:10,DOMESTIC DISTURBANCE,0.8
2727 ALPHA ST,Call,4/7/14 1:22,DOMESTIC DISTURBANCE,0.8
2727 ALPHA ST,Call,4/7/14 12:30,DOMESTIC DISTURBANCE,0.8
2727 ALPHA ST,Call,3/15/14 2:10,DOMESTIC DISTURBANCE,0.8
2727 ALPHA ST,Call,8/14/13 1:26,DOMESTIC DISTURBANCE,0.8
2727 ALPHA ST,Call,10/15/12 12:05,DOMESTIC DISTURBANCE,0.8
2727 ALPHA ST,Call,8/5/12 11:18,DOMESTIC DISTURBANCE,0.8
2727 ALPHA ST,Call,5/19/12 2:44,DOMESTIC DISTURBANCE,0.8
2727 ALPHA ST,Call,2/13/12 12:26,DOMESTIC DISTURBANCE,0.8
2727 ALPHA ST,Call,2/12/12 11:59,DOMESTIC DISTURBANCE,0.8
2727 ALPHA ST,Call,10/25/11 2:19,DOMESTIC DISTURBANCE,0.8
2727 ALPHA ST,Call,8/12/11 10:50,DOMESTIC DISTURBANCE,0.8
2727 ALPHA ST,Call,7/20/11 3:03,DOMESTIC DISTURBANCE,0.8
2727 ALPHA ST,Call,6/1/11 2:35,DOMESTIC DISTURBANCE,0.8
2727 ALPHA ST,Report,10/26/13 21:35,ASSIST FIRE DEP,0.8
2727 ALPHA ST,Report,4/9/14 1:03,ASSISTANCE,0.8
2727 INGRAM RD,Call,7/5/11 11:00,DOMESTIC DISTURBANCE,0.8
2728 W ENGLISH RD,Call,9/24/11 3:49,DOMESTIC DISTURBANCE,0.8
2728 W ENGLISH RD,Call,8/2/11 11:44,DOMESTIC DISTURBANCE,0.8
2728-A ANNMOORE CI,Call,5/2/13 3:56,DOMESTIC DISTURBANCE IP,0.8
2728-B ANNMOORE CI,Arrest,4/18/11 2:15,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
2728-B ANNMOORE CI,Arrest,11/20/12 22:11,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
2728-B ANNMOORE CI,Arrest,4/21/11 23:18,POSSESS CONTROL SUBSTANCE SCHEDULE VI,0.8
2728-B ANNMOORE CI,Arrest,4/21/11 23:18,RESIST  DELAY  OBSTRUCT PUBLIC OFFICER,0.8
2728-B ANNMOORE CI,Arrest,7/31/13 21:39,CONCEALMENT OF MERCHANDISE,0.8
2728-B ANNMOORE CI,Arrest,4/21/11 23:18,IMPAIRED DRIVING,0.8
2728-B ANNMOORE CI,Arrest,10/4/13 0:27,FAILURE TO APPEAR,0.8
2728-B ANNMOORE CI,Arrest,4/21/11 23:18,NO OPERATOR LICENSE,0.8
2728-B ANNMOORE CI,Call,12/22/11 2:48,DOMESTIC DISTURBANCE,0.8
2728-B ANNMOORE CI,Call,9/2/11 1:34,DOMESTIC DISTURBANCE IP,0.8
2728-B ANNMOORE CI,Call,4/18/11 1:47,DOMESTIC DISTURBANCE,0.8
2728-B ANNMOORE CI,Report,4/18/11 1:47,DOMESTIC DISTUR,0.8
2728-D ANNMOORE CI,Call,6/17/11 11:55,DOMESTIC DISTURBANCE,0.8
2729 ALPHA ST,Call,3/31/13 10:50,DOMESTIC DISTURBANCE IP,0.8
2729 GRANVILLE ST,Call,5/28/13 3:42,DOMESTIC DISTURBANCE,0.8
2729 GRANVILLE ST,Call,1/7/13 10:09,DOMESTIC DISTURBANCE,0.8
2731 SPRING BROOK CI,Call,11/17/13 1:19,DOMESTIC DISTURBANCE IP,0.8
2734 MOSSY MEADOW DR,Call,1/30/14 11:12,DOMESTIC DISTURBANCE IP,0.8
2735-C ANNMOORE CI,Call,6/9/13 1:32,DOMESTIC DISTURBANCE IP,0.8
2738 S MAIN ST,Arrest,1/5/14 18:50,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
2738 S MAIN ST,Call,2/11/14 6:40,DOMESTIC DISTURBANCE IP,0.8
2738 S MAIN ST,Call,1/5/14 6:37,DOMESTIC DISTURBANCE IP,0.8
2738 S MAIN ST,Call,10/15/13 10:13,DOMESTIC DISTURBANCE IP,0.8
2738 S MAIN ST,Call,5/27/13 7:35,DOMESTIC DISTURBANCE,0.8
2738 S MAIN ST,Call,3/4/13 1:09,DOMESTIC DISTURBANCE IP,0.8
2738 S MAIN ST,Call,4/4/12 11:34,DOMESTIC DISTURBANCE IP,0.8
2738 S MAIN ST,Call,8/12/11 8:46,DOMESTIC DISTURBANCE,0.8
2738 S MAIN ST,Call,6/17/11 3:29,DOMESTIC DISTURBANCE,0.8
2738 S MAIN ST,Report,1/5/14 18:37,DOMESTIC DISTUR,0.8
2738 SPRING BROOK CI,Call,3/28/13 3:02,DOMESTIC DISTURBANCE,0.8
2738-B ANNMOORE CI,Call,1/11/12 7:37,DOMESTIC DISTURBANCE IP,0.8
2738-B ANNMOORE CI,Call,8/26/11 8:03,DOMESTIC DISTURBANCE,0.8
2738-B ANNMOORE CI,Call,6/9/11 1:42,DOMESTIC DISTURBANCE,0.8
2738-D ANNMOORE CI,Call,8/21/13 10:44,DOMESTIC DISTURBANCE IP,0.8
2738-D ANNMOORE CI,Call,7/7/11 10:32,DOMESTIC DISTURBANCE,0.8
274 DOROTHY ST,Call,7/13/11 4:57,DOMESTIC DISTURBANCE,0.8
274 EASTCHESTER DR,Call,7/2/13 11:54,DOMESTIC DISTURBANCE,0.8
274 EASTCHESTER DR,Call,7/21/12 12:12,DOMESTIC DISTURBANCE IP,0.8
2740 SPRING BROOK CI,Call,11/15/13 6:57,DOMESTIC DISTURBANCE,0.8
2740 SPRING BROOK CI,Call,11/12/12 2:15,DOMESTIC DISTURBANCE,0.8
2740 SPRING BROOK CI,Call,10/30/12 10:11,DOMESTIC DISTURBANCE,0.8
2740 SPRING BROOK CI,Call,6/16/12 5:13,DOMESTIC DISTURBANCE,0.8
2740 SPRING BROOK CI,Call,6/3/12 5:55,DOMESTIC DISTURBANCE,0.8
2740 SPRING BROOK CI,Call,6/1/12 6:56,DOMESTIC DISTURBANCE,0.8
2740 SPRING BROOK CI,Call,5/18/12 8:53,DOMESTIC DISTURBANCE,0.8
2740 SPRING BROOK CI,Call,4/8/12 1:29,DOMESTIC DISTURBANCE,0.8
2740 SPRING BROOK CI,Call,1/2/12 3:52,DOMESTIC DISTURBANCE,0.8
2740 SPRING BROOK CI,Call,11/9/11 6:30,DOMESTIC DISTURBANCE,0.8
2740 SPRING BROOK CI,Report,6/16/12 17:13,DOMESTIC DISTUR,0.8
2750 GRANVILLE ST,Call,5/2/14 8:31,DOMESTIC DISTURBANCE,0.8
2756 GATEWORTH DR,Arrest,6/17/12 3:14,AFFRAY OR SIMPLE ASSAULT,0.8
2756 GATEWORTH DR,Call,11/3/14 9:51,DOMESTIC DISTURBANCE IP,0.8
2756 GATEWORTH DR,Call,3/5/14 4:27,DOMESTIC DISTURBANCE IP,0.8
2756 GATEWORTH DR,Call,12/3/13 8:52,DOMESTIC DISTURBANCE IP,0.8
2756 GATEWORTH DR,Call,6/17/12 2:51,DOMESTIC DISTURBANCE IP,0.8
2756 GATEWORTH DR,Call,8/30/11 8:15,DOMESTIC DISTURBANCE IP,0.8
2756 GATEWORTH DR,Report,6/17/12 2:51,DOMESTIC DISTUR,0.8
2756 GRANVILLE ST,Call,11/18/12 6:49,DOMESTIC DISTURBANCE,0.8
2757 GRANVILLE ST,Call,9/26/14 6:45,DOMESTIC DISTURBANCE IP,0.8
2757 GRANVILLE ST,Call,4/18/11 8:30,DOMESTIC DISTURBANCE,0.8
2757 S MAIN ST,Call,8/18/14 2:37,DOMESTIC DISTURBANCE IP,0.8
2757 S MAIN ST,Call,7/7/13 11:29,DOMESTIC DISTURBANCE IP,0.8
2757 S MAIN ST,Call,7/14/12 9:39,DOMESTIC DISTURBANCE IP,0.8
2758 S MAIN ST,Call,4/12/14 1:10,DOMESTIC DISTURBANCE IP,0.8
2763 NC 68 SOUTH HW,Call,6/21/11 3:04,DOMESTIC DISTURBANCE,0.8
277 DOROTHY ST,Call,5/20/12 4:00,DOMESTIC DISTURBANCE,0.8
277 DOROTHY ST,Call,1/17/12 9:24,DOMESTIC DISTURBANCE IP,0.8
277 DOROTHY ST,Call,11/6/11 9:05,DOMESTIC DISTURBANCE IP,0.8
277 DOROTHY ST,Report,11/6/11 20:30,DOMESTIC DISTUR,0.8
278 EASTCHESTER DR,Call,10/1/13 7:10,DOMESTIC DISTURBANCE,0.8
2783 WATERSTONE LP,Call,5/26/13 7:57,DOMESTIC DISTURBANCE,0.8
2789 BETTY CT,Call,12/3/12 12:28,DOMESTIC DISTURBANCE IP,0.8
2799 ALLEN JAY RD/E FAIRFIELD RD,Call,7/28/14 5:53,DOMESTIC DISTURBANCE,0.8
2799 GATEWORTH DR/DEEP RIVER RD,Call,1/1/14 10:03,DOMESTIC DISTURBANCE,0.8
2799 INGLESIDE DR/PINE GROVE DR,Call,4/27/11 6:12,DOMESTIC DISTURBANCE,0.8
2799 S MAIN ST/W FAIRFIELD RD,Call,7/13/11 4:51,DOMESTIC DISTURBANCE,0.8
280 DOROTHY ST,Call,1/2/14 5:00,DOMESTIC DISTURBANCE IP,0.8
280 DOROTHY ST,Report,1/2/13 16:45,DOMESTIC DISTUR,0.8
2800 WESTCHESTER DR,Call,8/10/12 8:05,DOMESTIC DISTURBANCE IP,0.8
2800-BLK BRECKENRIDGE CT,Call,7/23/11 2:00,DOMESTIC DISTURBANCE,0.8
2801 CRAIG PT,Call,4/24/13 2:56,DOMESTIC DISTURBANCE IP,0.8
2801 HACKNEY WY,Call,5/22/11 4:00,DOMESTIC DISTURBANCE,0.8
2802 GRAN-TRI CT,Call,1/18/14 7:15,DOMESTIC DISTURBANCE,0.8
2802 GRAN-TRI CT,Call,5/16/13 9:50,DOMESTIC DISTURBANCE,0.8
2802 GRAN-TRI CT,Call,5/16/13 4:06,DOMESTIC DISTURBANCE,0.8
2802 MORELAND AV,Call,11/17/12 10:47,DOMESTIC DISTURBANCE,0.8
2804-C MORELAND AV,Call,1/11/13 5:33,DOMESTIC DISTURBANCE IP,0.8
2804-C MORELAND AV,Call,12/26/12 11:31,DOMESTIC DISTURBANCE IP,0.8
2804-C MORELAND AV,Call,6/8/12 2:32,DOMESTIC DISTURBANCE IP,0.8
2804-C MORELAND AV,Report,12/26/12 23:31,DOMESTIC DISTUR,0.8
2805 CRAIG PT,Call,3/28/13 8:02,DOMESTIC DISTURBANCE IP,0.8
2805 SPLITBROOKE DR,Call,12/11/13 12:16,DOMESTIC DISTURBANCE IP,0.8
2805 W ENGLISH RD,Call,9/4/11 3:43,DOMESTIC DISTURBANCE,0.8
2805 W ENGLISH RD,Call,8/20/11 9:11,DOMESTIC DISTURBANCE,0.8
2805 W ENGLISH RD,Call,8/18/11 8:15,DOMESTIC DISTURBANCE,0.8
2806 E KIVETT DR,Call,9/3/11 5:50,DOMESTIC DISTURBANCE IP,0.8
2806 W ENGLISH RD,Call,12/23/11 3:12,DOMESTIC DISTURBANCE,0.8
2806-B MORELAND AV,Call,4/29/11 9:23,DOMESTIC DISTURBANCE,0.8
2807 EARLHAM PL,Call,5/23/14 12:13,DOMESTIC DISTURBANCE IP,0.8
2808 MORELAND AV,Call,8/21/11 2:31,DOMESTIC DISTURBANCE,0.8
2808 MORELAND AV,Call,6/27/11 2:57,DOMESTIC DISTURBANCE,0.8
2808 MOSSY MEADOW DR,Call,9/10/11 6:54,DOMESTIC DISTURBANCE IP,0.8
2809-C MORELAND AV,Call,7/30/11 4:32,DOMESTIC DISTURBANCE,0.8
281 DOROTHY ST,Call,12/15/12 3:06,DOMESTIC DISTURBANCE,0.8
281 DOROTHY ST,Call,11/28/12 4:04,DOMESTIC DISTURBANCE,0.8
281 DOROTHY ST,Call,10/31/12 3:20,DOMESTIC DISTURBANCE IP,0.8
281 DOROTHY ST,Call,10/31/12 2:50,DOMESTIC DISTURBANCE,0.8
281 DOROTHY ST,Call,10/31/11 11:32,DOMESTIC DISTURBANCE,0.8
2810-B MORELAND AV,Call,5/11/13 11:46,DOMESTIC DISTURBANCE IP,0.8
2813 CRAIG PT,Call,8/3/11 9:15,DOMESTIC DISTURBANCE,0.8
2813 CRAIG PT,Call,7/31/11 8:14,DOMESTIC DISTURBANCE,0.8
2814 S MAIN ST,Call,12/2/13 10:33,DOMESTIC DISTURBANCE,0.8
2815 S MAIN ST,Call,9/1/14 5:43,DOMESTIC DISTURBANCE IP,0.8
2815 S MAIN ST,Call,8/27/11 10:51,DOMESTIC DISTURBANCE,0.8
2815 S MAIN ST,Call,5/23/11 1:34,DOMESTIC DISTURBANCE,0.8
2816 BRENNEN LN,Call,12/8/11 7:11,DOMESTIC DISTURBANCE IP,0.8
2816 BRENNEN LN,Call,10/13/11 3:41,DOMESTIC DISTURBANCE IP,0.8
2817 CRAIG PT,Call,8/3/11 11:45,DOMESTIC DISTURBANCE,0.8
2818 MORELAND AV,Call,6/21/12 6:39,DOMESTIC DISTURBANCE IP,0.8
2818 MORELAND AV,Call,7/29/11 5:53,DOMESTIC DISTURBANCE,0.8
2818 MORELAND AV,Report,6/21/12 18:30,DOMESTIC DISTUR,0.8
282 BEDDINGTON ST,Call,6/11/14 4:39,DOMESTIC DISTURBANCE IP,0.8
2820 HOLT AV,Call,8/9/13 4:23,DOMESTIC DISTURBANCE,0.8
2820 LOWE AV,Call,8/25/11 12:04,DOMESTIC DISTURBANCE,0.8
2824 WATERSTONE LP,Call,7/19/11 6:01,DOMESTIC DISTURBANCE,0.8
2826 S MAIN ST,Call,10/10/14 7:08,DOMESTIC DISTURBANCE IP,0.8
2826 S MAIN ST,Call,3/13/13 3:28,DOMESTIC DISTURBANCE,0.8
2826 S MAIN ST,Call,5/5/11 9:32,DOMESTIC DISTURBANCE,0.8
2826 S MAIN ST,Report,10/10/14 19:08,DOMESTIC DISTUR,0.8
2831 S MAIN ST,Call,6/4/13 7:49,DOMESTIC DISTURBANCE,0.8
2833 S MAIN ST,Arrest,2/2/14 21:12,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
2833 S MAIN ST,Call,2/2/14 5:13,DOMESTIC DISTURBANCE IP,0.8
2833 S MAIN ST,Report,2/2/14 17:13,DOMESTIC DISTUR,0.8
284 BEDDINGTON ST,Arrest,5/3/12 6:20,RESIST  DELAY  OBSTRUCT PUBLIC OFFICER,0.8
284 BEDDINGTON ST,Arrest,4/29/14 11:05,CHILD ABUSE A GENERAL MISDEMEANOR,0.8
284 BEDDINGTON ST,Arrest,5/3/12 6:20,ASSAULT ON FEMALE,0.8
284 BEDDINGTON ST,Arrest,5/3/12 6:25,ASSAULT & BATTERY,0.8
284 BEDDINGTON ST,Arrest,9/12/14 19:17,CHILD ABUSE A GENERAL MISDEMEANOR,0.8
284 BEDDINGTON ST,Arrest,5/3/12 6:25,RESIST  DELAY  OBSTRUCT PUBLIC OFFICER,0.8
284 BEDDINGTON ST,Call,2/27/14 6:35,DOMESTIC DISTURBANCE IP,0.8
284 BEDDINGTON ST,Call,5/3/12 5:46,DOMESTIC DISTURBANCE IP,0.8
284 BEDDINGTON ST,Report,5/3/12 5:46,DOMESTIC DISTUR,0.8
2843 MOSSY MEADOW DR,Call,3/16/14 4:03,DOMESTIC DISTURBANCE IP,0.8
2843 MOSSY MEADOW DR,Report,3/16/14 4:03,DOMESTIC DISTUR,0.8
2848 MOSSY MEADOW DR,Call,7/22/11 9:47,DOMESTIC DISTURBANCE,0.8
2848 NC 68/PIEDMONT PW,Call,2/22/12 9:15,DOMESTIC DISTURBANCE,0.8
2850 N MAIN ST,Call,8/12/13 8:21,DOMESTIC DISTURBANCE IP,0.8
2850 N MAIN ST,Call,4/8/12 11:11,DOMESTIC DISTURBANCE IP,0.8
2850 S MAIN ST,Call,4/20/14 6:26,DOMESTIC DISTURBANCE,0.8
2850 S MAIN ST,Call,11/10/13 6:08,DOMESTIC DISTURBANCE IP,0.8
2850 S MAIN ST,Call,8/17/13 9:13,DOMESTIC DISTURBANCE IP,0.8
2850 S MAIN ST,Call,12/24/12 6:11,DOMESTIC DISTURBANCE IP,0.8
2850 S MAIN ST,Call,8/26/12 8:49,DOMESTIC DISTURBANCE,0.8
2850 S MAIN ST,Call,3/18/12 1:30,DOMESTIC DISTURBANCE,0.8
2850 S MAIN ST,Call,10/6/11 6:10,DOMESTIC DISTURBANCE IP,0.8
2850 S MAIN ST,Call,4/16/11 1:00,DOMESTIC DISTURBANCE,0.8
2850 S MAIN ST,Report,10/6/11 18:10,DOMESTIC DISTUR,0.8
2856 WATERSTONE LP,Call,10/22/12 2:19,DOMESTIC DISTURBANCE IP,0.8
2856 WATERSTONE LP,Call,10/8/12 10:34,DOMESTIC DISTURBANCE,0.8
2856 WATERSTONE LP,Call,5/21/12 8:17,DOMESTIC DISTURBANCE,0.8
2856 WATERSTONE LP,Call,8/11/11 4:21,DOMESTIC DISTURBANCE,0.8
2860 N MAIN ST,Call,9/1/14 7:15,DOMESTIC DISTURBANCE IP,0.8
2860 N MAIN ST,Call,7/18/14 9:52,DOMESTIC DISTURBANCE IP,0.8
2860 N MAIN ST,Call,4/26/14 7:31,DOMESTIC DISTURBANCE IP,0.8
2860 N MAIN ST,Call,4/23/14 12:23,DOMESTIC DISTURBANCE IP,0.8
2860 N MAIN ST,Call,12/8/13 1:34,DOMESTIC DISTURBANCE IP,0.8
2860 N MAIN ST,Call,12/2/13 5:56,DOMESTIC DISTURBANCE IP,0.8
2860 N MAIN ST,Call,12/2/13 4:51,DOMESTIC DISTURBANCE IP,0.8
2860 N MAIN ST,Call,11/3/13 1:00,DOMESTIC DISTURBANCE,0.8
2860 N MAIN ST,Call,5/10/13 6:48,DOMESTIC DISTURBANCE,0.8
2860 N MAIN ST,Call,4/18/13 8:12,DOMESTIC DISTURBANCE,0.8
2860 N MAIN ST,Call,3/22/13 4:43,DOMESTIC DISTURBANCE,0.8
2860 N MAIN ST,Call,1/29/13 6:28,DOMESTIC DISTURBANCE IP,0.8
2860 N MAIN ST,Call,11/19/12 9:22,DOMESTIC DISTURBANCE IP,0.8
2860 N MAIN ST,Call,6/24/12 6:33,DOMESTIC DISTURBANCE,0.8
2860 N MAIN ST,Call,3/18/12 11:08,DOMESTIC DISTURBANCE IP,0.8
2860 N MAIN ST,Call,3/11/12 3:13,DOMESTIC DISTURBANCE IP,0.8
2860 N MAIN ST,Call,12/2/11 9:25,DOMESTIC DISTURBANCE,0.8
2860 N MAIN ST,Call,9/21/11 9:00,DOMESTIC DISTURBANCE IP,0.8
2860 N MAIN ST,Call,8/15/11 10:52,DOMESTIC DISTURBANCE,0.8
2860-205 N MAIN ST,Call,2/20/12 6:41,DOMESTIC DISTURBANCE IP,0.8
2860-302 N MAIN ST,Arrest,7/9/14 6:45,ASSAULT & BATTERY,0.8
2860-302 N MAIN ST,Arrest,2/3/14 19:30,AFFRAY OR SIMPLE ASSAULT,0.8
2860-302 N MAIN ST,Arrest,1/24/14 19:08,AFFRAY OR SIMPLE ASSAULT,0.8
2860-302 N MAIN ST,Call,7/9/14 6:12,DOMESTIC DISTURBANCE,0.8
2860-302 N MAIN ST,Report,7/9/14 5:30,DOMESTIC DISTUR,0.8
2860-321 N MAIN ST,Call,8/22/14 5:28,DOMESTIC DISTURBANCE,0.8
2860-338 N MAIN ST,Call,11/26/13 4:15,DOMESTIC DISTURBANCE,0.8
2871 WATERSTONE LP,Call,1/8/13 6:59,DOMESTIC DISTURBANCE,0.8
2871 WATERSTONE LP,Call,4/3/11 9:10,DOMESTIC DISTURBANCE,0.8
288 DOROTHY ST,Arrest,9/4/13 20:02,LARCENY (MISDEMEANOR),0.8
288 DOROTHY ST,Arrest,9/11/13 10:25,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
288 DOROTHY ST,Arrest,11/13/12 2:09,LARCENY (FELONY),0.8
288 DOROTHY ST,Arrest,11/13/12 2:09,LARCENY AFTER B & E,0.8
288 DOROTHY ST,Arrest,10/21/13 1:00,POSSESSION OF DRUG PARAPHERNALIA,0.8
288 DOROTHY ST,Arrest,10/24/12 11:27,FAILURE TO APPEAR,0.8
288 DOROTHY ST,Arrest,9/9/12 15:32,POSSESSION OF DRUG PARAPHERNALIA,0.8
288 DOROTHY ST,Arrest,9/11/13 10:25,INJURY TO PERSONAL PROPERTY,0.8
288 DOROTHY ST,Arrest,5/22/12 17:45,FAILURE TO APPEAR,0.8
288 DOROTHY ST,Arrest,6/27/12 22:10,ASSAULT ON A FEMALE BY MALE OVER 18 YEARS OF AGE,0.8
288 DOROTHY ST,Arrest,4/14/12 13:48,CONCEALMENT OF MERCHANDISE,0.8
288 DOROTHY ST,Arrest,11/13/12 2:09,"POSSESS, RECEIVING OR TRANSFERRING STOLEN VEHICLES",0.8
288 DOROTHY ST,Arrest,10/26/12 11:05,POSSESSION OF DRUG PARAPHERNALIA,0.8
288 DOROTHY ST,Arrest,4/20/12 10:45,ASSAULT INFLICTING SERIOUS INJURY,0.8
288 DOROTHY ST,Arrest,11/13/12 2:09,FAILURE TO APPEAR,0.8
288 DOROTHY ST,Arrest,10/26/11 15:20,FAILURE TO APPEAR,0.8
288 DOROTHY ST,Arrest,3/18/12 5:17,FAILURE TO APPEAR,0.8
288 DOROTHY ST,Arrest,9/10/13 23:15,FAILURE TO APPEAR,0.8
288 DOROTHY ST,Arrest,11/12/13 20:51,FAILURE TO APPEAR,0.8
288 DOROTHY ST,Arrest,3/31/13 17:45,UNAUTHORIZED USE OF MOTOR VEHICLE,0.8
288 DOROTHY ST,Arrest,11/13/12 2:09,OBTAINING PROPERTY BY FALSE PRETENSES,0.8
288 DOROTHY ST,Arrest,11/13/12 2:09,POSSESSION OF DRUG PARAPHERNALIA,0.8
288 DOROTHY ST,Arrest,11/13/12 2:09,BREAKING AND ENTERING-BUILDING  (FELONY),0.8
288 DOROTHY ST,Arrest,11/13/12 2:09,BURGLARY (SECOND DEGREE),0.8
288 DOROTHY ST,Arrest,11/12/13 20:51,FAILURE TO APPEAR - FELONY,0.8
288 DOROTHY ST,Arrest,11/13/12 2:09,POSSESS CONTROL SUBSTANCE SCHEDULE I,0.8
288 DOROTHY ST,Arrest,9/9/12 15:32,FAILURE TO APPEAR,0.8
288 DOROTHY ST,Arrest,5/26/13 15:46,FAILURE TO APPEAR,0.8
288 DOROTHY ST,Arrest,11/13/12 2:09,RESIST  DELAY  OBSTRUCT PUBLIC OFFICER,0.8
288 DOROTHY ST,Call,6/27/12 9:57,DOMESTIC DISTURBANCE IP,0.8
288 DOROTHY ST,Report,6/27/12 21:57,DOMESTIC DISTUR,0.8
